"Fatal","Year","DOW","Hour","Mod_year","Height","Weight","DWI","Age","Car.Type","Day","Drugs","Drink","Light","Month","Belt","Route","Sex","Speed.Related","Speed.Limit","Road.Conditions","Road.Type","Distracted"
1,2012,7,18,2007,64,185,0,39,"4-Door Sedan",18,"Unknown","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","County Road","Female","Unknown",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,0,2012,72,215,0,25,"2-Door Sedan",19,"Unknown","No","Daylight","February","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,16,2006,67,170,0,24,"4-Door Sedan",14,"Unknown","No","Daylight","February","Unknown","Local Street - Municipality","Male","Yes",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,3,2,2009,70,230,0,76,"2-Door Sedan",21,"Unknown","No","Dark - Not Lighted","February","None Used-Motor Vehicle Occupant","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,10,2005,64,125,0,38,"Jeep",21,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",30,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,18,1992,71,193,0,68,"4-Door Sedan",3,"Yes (drugs involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,3,13,1992,64,119,0,62,"4-Door Sedan",21,"Unknown","No","Daylight","February","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,16,2012,72,205,0,54,"Motorcycle",22,"No (drugs not involved)","No","Daylight","February","Unknown","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,15,2002,71,200,0,52,"Motorcycle",23,"Unknown","No","Daylight","February","DOT-Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,21,2009,68,140,0,21,"2-Door Sedan",16,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,7,11,2000,73,210,0,46,"Convertible",4,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,9,2010,69,195,0,46,"Other",16,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,3,16,2001,66,180,0,19,"4-Door Sedan",21,"Yes (drugs involved)","No","Daylight","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,21,2004,70,130,0,19,"2-Door Sedan",22,"Unknown","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","State Highway","Male","No",60,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,5,15,2003,64,190,0,60,"Convertible",23,"Unknown","No","Daylight","February","Lap Belt Only Used","State Highway","Female","Yes",65,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
0,2012,5,23,2011,74,230,0,58,"Standard Truck",23,"No (drugs not involved)","Yes","Dark - Not Lighted","February","None Used-Motor Vehicle Occupant","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,6,6,2004,68,180,0,34,"Other",24,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,2,11,1999,66,125,0,49,"2-Door Sedan",27,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
1,2012,4,20,1998,65,125,0,21,"4-Door Sedan",29,"Unknown","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,2,2012,68,140,0,23,"Jeep",11,"No (drugs not involved)","Yes","Dark - Lighted","February","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,2,6,2002,70,160,0,20,"4-Door Sedan",27,"Unknown","No","Daylight","February","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,8,2006,67,140,0,45,"Jeep",1,"Unknown","No","Daylight","March","None Used-Motor Vehicle Occupant","Interstate","Female","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,8,2000,67,292,0,22,"2-Door Sedan",1,"No (drugs not involved)","No","Daylight","March","Shoulder and Lap Belt Used","U.S. Highway","Male","Yes",55,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,5,17,2003,69,180,0,19,"2-Door Sedan",1,"Unknown","No","Daylight","March","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,4,2004,70,200,0,48,"Standard Truck",2,"No (drugs not involved)","Yes","Dark - Not Lighted","March","None Used-Motor Vehicle Occupant","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,7,2008,72,190,0,68,"4-Door Sedan",3,"No (drugs not involved)","No","Dawn","March","Shoulder and Lap Belt Used","County Road","Male","No",40,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,8,2009,64,170,0,26,"Standard Truck",3,"Unknown","No","Daylight","March","Shoulder and Lap Belt Used","County Road","Female","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,0,1999,64,99,0,26,"Minivan",4,"No (drugs not involved)","No","Dark - Not Lighted","March","Shoulder and Lap Belt Used","U.S. Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,6,13,2010,59,145,0,74,"4-Door Sedan",24,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","County Road","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,0,2004,61,125,0,47,"Standard Truck",25,"Unknown","Yes","Dark - Not Lighted","February","None Used-Motor Vehicle Occupant","State Highway","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,7,2003,62,110,0,41,"2-Door Sedan",25,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,11,2006,78,270,0,24,"Motorcycle",25,"Unknown","No","Daylight","February","Other Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,22,2005,67,225,0,30,"4-Door Sedan",21,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,7,23,2001,68,165,0,38,"4-Door Sedan",25,"No (drugs not involved)","Yes","Dark - Lighted","February","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,1,2004,69,175,0,29,"Small Truck",26,"Unknown","Yes","Dark - Not Lighted","February","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,99,2002,64,180,0,29,"Jeep",26,"No (drugs not involved)","Yes","Dark - Not Lighted","February","Shoulder and Lap Belt Used","County Road","Male","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,10,2007,62,125,0,85,"4-Door Sedan",31,"Unknown","No","Daylight","January","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,17,1987,71,205,0,27,"Standard Truck",31,"No (drugs not involved)","No","Dark - Not Lighted","January","Shoulder and Lap Belt Used","U.S. Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,1,2002,67,175,0,21,"4-Door Sedan",11,"No (drugs not involved)","Yes","Dark - Not Lighted","February","None Used-Motor Vehicle Occupant","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,7,2,2002,73,225,0,30,"Jeep",18,"No (drugs not involved)","Yes","Dark - Lighted","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,1,12,2003,70,135,0,20,"4-Door Sedan",4,"Unknown","No","Daylight","March","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Distracted"
0,2012,1,22,1998,65,145,0,45,"Minivan",4,"No (drugs not involved)","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,22,2009,74,280,0,47,"Truck-Tractor",4,"No (drugs not involved)","No","Dark - Not Lighted","March","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,2,14,2005,66,120,0,21,"4-Door Sedan",5,"No (drugs not involved)","No","Daylight","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,2,18,1997,64,193,0,53,"Small Truck",5,"Unknown","No","Dusk","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,0,1994,63,150,0,62,"2-Door Sedan",25,"Unknown","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,21,2003,66,115,0,27,"Other",8,"No (drugs not involved)","Yes","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",30,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,7,2006,72,275,0,52,"Truck-Tractor",9,"No (drugs not involved)","No","Daylight","March","Shoulder and Lap Belt Used","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
1,2012,6,9,2010,66,250,0,59,"Motorcycle",9,"No (drugs not involved)","No","Daylight","March","Other Helmet","County Road","Female","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,6,2008,67,190,0,45,"Truck-Tractor",9,"No (drugs not involved)","No","Daylight","March","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,22,1996,66,150,0,20,"Minivan",25,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","State Highway","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,4,5,2003,69,174,0,35,"Standard Truck",22,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,4,2000,66,180,0,68,"4-Door Sedan",27,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,2,18,2005,62,110,0,29,"Station Wagon",27,"No (drugs not involved)","No","Dark - Lighted","February","Shoulder and Lap Belt Used","State Highway","Female","No",50,"Wet","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,2,2010,70,215,0,22,"4-Door Sedan",10,"No (drugs not involved)","Yes","Dark - Lighted","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,1,1994,72,180,0,18,"Convertible",11,"No (drugs not involved)","Yes","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,4,2007,69,160,0,18,"4-Door Sedan",11,"No (drugs not involved)","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,1,12,2000,73,305,0,56,"Motorcycle",11,"No (drugs not involved)","No","Daylight","March","Other Helmet","County Road","Male","Yes",25,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,3,0,1989,71,156,0,18,"2-Door Sedan",6,"Unknown","Yes","Dark - Lighted","March","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,4,2001,68,200,0,21,"2-Door Sedan",6,"No (drugs not involved)","No","Dark - Not Lighted","March","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,23,1993,67,170,1,25,"2-Door Sedan",12,"No (drugs not involved)","Yes","Dark - Lighted","March","None Used-Motor Vehicle Occupant","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,11,1998,68,185,0,46,"4-Door Sedan",13,"Unknown","No","Daylight","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,16,2004,71,260,0,42,"Motorcycle",13,"No (drugs not involved)","No","Daylight","March","Other Helmet","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,18,1992,60,180,0,46,"Standard Truck",13,"No (drugs not involved)","No","Daylight","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,3,19,1999,68,190,0,40,"Minivan",13,"No (drugs not involved)","No","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",35,"Wet","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,5,17,2007,74,250,0,45,"Motorcycle",16,"Yes (drugs involved)","No","Daylight","February","No Helmet","U.S. Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,6,0,2007,67,140,0,25,"Convertible",24,"No (drugs not involved)","Yes","Dark - Lighted","February","Unknown","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,5,19,2000,66,135,0,25,"Jeep",8,"No (drugs not involved)","No","Dark - Not Lighted","March","Shoulder and Lap Belt Used","County Road","Female","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,6,2002,60,120,0,37,"Jeep",9,"No (drugs not involved)","No","Dawn","March","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,10,2007,72,250,0,61,"Motorcycle",9,"No (drugs not involved)","No","Daylight","March","Other Helmet","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,6,18,2007,67,150,0,24,"Convertible",9,"No (drugs not involved)","No","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,3,2005,70,275,0,35,"Truck-Tractor",10,"Unknown","No","Dark - Not Lighted","March","Unknown","U.S. Highway","Male","No",55,"Wet","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,2,2001,68,196,0,24,"Small Truck",14,"No (drugs not involved)","Yes","Dark - Lighted","January","Unknown","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,6,21,1989,70,185,0,24,"2-Door Sedan",23,"Unknown","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,5,1991,70,160,0,20,"2-Door Sedan",24,"Unknown","No","Dark - Not Lighted","March","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,7,6,1992,69,135,0,20,"Standard Truck",24,"No (drugs not involved)","No","Dawn","March","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,3,2004,72,225,0,34,"Jeep",7,"No (drugs not involved)","Yes","Dark - Lighted","January","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,7,14,2005,70,175,0,36,"Standard Truck",3,"Yes (drugs involved)","No","Daylight","March","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,20,2001,61,120,0,20,"2-Door Sedan",2,"Yes (drugs involved)","No","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,18,1990,69,300,0,49,"4-Door Sedan",5,"Unknown","No","Dark - Not Lighted","March","None Used-Motor Vehicle Occupant","Interstate","Female","Unknown",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,4,0,2010,68,150,0,22,"4-Door Sedan",14,"No (drugs not involved)","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","U.S. Highway","Male","No",65,"Wet","Two-Way,  Divided, Positive  Median Barrier","Distracted"
1,2012,4,23,2005,70,160,0,21,"Standard Truck",14,"No (drugs not involved)","No","Dark - Not Lighted","March","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,4,2006,72,200,0,59,"Standard Truck",15,"No (drugs not involved)","No","Dark - Not Lighted","March","Shoulder and Lap Belt Used","State Highway","Male","Yes",65,"Wet","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,5,22,2008,65,150,0,25,"2-Door Sedan",15,"No (drugs not involved)","No","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
