Number,Year,Month,Day,Date,Time,State,Fscale,Injuries,Fatalities,Loss,CropLoss,StartLat,StartLon,EndLat,EndLon,Length,Width
410421,2012,10,19,10/19/12,18:00:00,PA,1,15,0,6,0,39.8002,-76.2631,40.0112,-76.1151,16.56,200
411507,2012,10,22,10/22/12,16:03:00,CA,1,0,0,0,0,39.0621,-121.63,39.0906,-121.623,2,100
411518,2012,10,22,10/22/12,16:30:00,CA,1,0,0,0,0,39.0791,-121.527,39.0824,-121.524,0.29,100
411519,2012,10,22,10/22/12,17:10:00,CA,0,0,0,0,0,39.235,-121.456,39.239,-121.451,0.38,50
411522,2012,10,22,10/22/12,17:45:00,CA,0,0,0,0,0,38.387,-121.35,38.4,-121.341,1.02,100
411526,2012,10,22,10/22/12,18:28:00,CA,1,0,0,0,0,39.045,-121.091,39.091,-121.045,4.02,100
420139,2012,11,9,11/9/12,14:55:00,CA,0,0,0,0,0,36.1104,-119.289,36.1087,-119.284,0.27,30
412632,2012,11,10,11/10/12,22:58:00,MN,0,0,0,0.15,0,44.75,-93.3,44.7722,-93.2524,2.8,100
412633,2012,11,10,11/10/12,23:05:00,MN,0,0,0,0.05,0,44.8507,-93.1744,44.8579,-93.1728,0.5,50
412516,2012,11,10,11/10/12,23:10:00,MN,0,0,0,0.1,0,44.9058,-93.1247,44.9109,-93.1164,0.54,50
412723,2012,11,10,11/10/12,23:21:00,MN,0,0,0,0.2,0,45.0801,-92.9605,45.1102,-92.8825,4.33,100
412965,2012,11,11,11/11/12,17:15:00,LA,0,0,0,0,0,32.76,-93.84,32.78,-93.72,7.11,25
418500,2012,11,30,11/30/12,14:45:00,CA,0,0,0,0,0,36.9478,-118.229,36.9447,-118.2,1.64,100
420402,2012,12,9,12/9/12,15:12:00,MO,1,0,0,0.1,0,36.7928,-90.7268,36.796,-90.7207,0.4,150
423947,2012,12,9,12/9/12,15:50:00,MS,0,0,0,0.01,0,30.7625,-89.5228,30.7942,-89.5036,2.47,20
420088,2012,12,9,12/9/12,16:15:00,MS,0,0,0,0.008,0,31.0955,-89.3867,31.0968,-89.3854,0.05,50
420091,2012,12,9,12/9/12,17:20:00,MS,0,0,0,0.001,0,31.6266,-89.011,31.6272,-89.0107,0.05,50
424162,2012,12,10,12/10/12,4:43:00,AL,1,0,0,0,0,33.5359,-86.8436,33.542,-86.8268,1.05,250
423948,2012,12,10,12/10/12,6:48:00,LA,1,0,0,0.2,0,30.5656,-91.2045,30.5975,-91.1213,5.42,100
415928,2012,12,10,12/10/12,7:52:00,MS,1,0,0,0.14,0,31.01,-90.18,31.1348,-89.8859,19.17,100
423953,2012,12,10,12/10/12,8:50:00,LA,1,0,0,0.2,0,30.2621,-90.935,30.2649,-90.9119,1.39,30
416254,2012,12,10,12/10/12,15:26:00,FL,0,0,0,0,0,28.6255,-81.6247,28.667,-81.5745,4.18,50
416056,2012,12,10,12/10/12,16:25:00,FL,1,2,0,1.7,0,28.9112,-80.8675,28.9185,-80.8618,0.61,150
416245,2012,12,10,12/10/12,16:29:00,FL,0,0,0,0.001,0,28.9386,-80.832,28.9393,-80.8307,0.09,20
423360,2012,12,14,12/14/12,16:17:00,TX,0,0,0,0,0,35.1941,-101.577,35.2162,-101.521,3,200
423358,2012,12,14,12/14/12,16:53:00,TX,0,0,0,0,0.02,34.9372,-100.786,34.94,-100.77,0.95,50
427335,2012,12,14,12/14/12,16:58:00,TX,0,0,0,0,0.01,34.91,-100.78,34.9128,-100.773,0.44,50
418329,2012,12,17,12/17/12,12:46:00,GA,1,0,0,0,0,32.1676,-82.7411,32.1675,-82.7349,0.36,75
418330,2012,12,17,12/17/12,12:48:00,GA,0,0,0,0,0,31.9394,-83.0396,31.948,-83.0248,1.05,15
418331,2012,12,17,12/17/12,12:49:00,GA,1,0,0,0.005,0,32.0708,-82.7317,32.0701,-82.7262,0.32,75
417985,2012,12,19,12/19/12,21:46:00,AR,1,0,0,0.4,0,35.399,-94.119,35.421,-94.077,3,650
416825,2012,12,20,12/20/12,1:25:00,AR,1,1,0,0.175,0,34.2969,-92.448,34.2994,-92.4372,0.64,200
421931,2012,12,20,12/20/12,4:49:00,AL,1,0,0,0,0,30.6671,-88.1383,30.7442,-88.0707,6.67,75
417582,2012,12,20,12/20/12,16:42:00,FL,0,0,0,0,0,30.1158,-83.5814,30.1158,-83.5814,0.01,10
425184,2012,12,22,12/22/12,8:59:00,CA,0,0,0,0.04,0.5,36.88,-121.83,36.9,-121.82,1.07,20
426570,2012,12,25,12/25/12,9:05:00,TX,3,0,0,0.7,0,31.1613,-95.3208,31.2528,-95.1959,9.72,300
426572,2012,12,25,12/25/12,9:40:00,TX,0,0,0,0,0,31.2131,-95.1956,31.2131,-95.1956,0.3,30
424537,2012,12,25,12/25/12,12:15:00,LA,0,0,0,0.001,0,31.2219,-93.1282,31.2233,-93.125,0.24,50
421948,2012,12,25,12/25/12,12:43:00,LA,0,0,0,0.025,0,30.932,-92.896,30.939,-92.86,2.19,200
421974,2012,12,25,12/25/12,12:45:00,LA,2,1,0,2,0,31.36,-92.487,31.379,-92.412,4.62,500
421978,2012,12,25,12/25/12,12:50:00,LA,2,0,0,2,0,31.3,-92.453,31.308,-92.444,0.77,200
420321,2012,12,25,12/25/12,13:19:00,LA,1,0,0,0.075,0,31.502,-91.905,31.511,-91.863,2.55,300
423975,2012,12,25,12/25/12,14:31:00,MS,1,1,0,0.25,0,31.078,-91.067,31.1,-91.02,2.75,250
425328,2012,12,25,12/25/12,15:15:00,AL,1,0,0,0,0,32.0238,-87.8687,32.0873,-87.8415,4.7,100
423982,2012,12,25,12/25/12,15:20:00,MS,3,12,0,2.5,0,30.65,-89.681,31.116,-88.821,60.34,300
423982,2012,12,25,12/25/12,15:20:00,MS,3,12,0,2.5,0,0,0,0,0,0,0
417663,2012,12,25,12/25/12,15:31:00,AL,0,0,0,0.002,0,31.36,-86.13,31.36,-86.13,0.01,10
420473,2012,12,25,12/25/12,15:35:00,MS,2,7,0,0.2,0,31.5157,-90.228,31.574,-90.1033,8.37,440
420574,2012,12,25,12/25/12,16:09:00,MS,1,0,0,0.05,0,31.474,-89.028,31.486,-89.013,1.21,100
422497,2012,12,25,12/25/12,16:21:00,AL,0,0,0,0,0,31.7206,-86.272,31.7224,-86.2697,0.18,50
422498,2012,12,25,12/25/12,16:28:00,AL,0,0,0,0,0,31.7928,-86.2309,31.7937,-86.2303,0.07,20
420577,2012,12,25,12/25/12,16:35:00,MS,0,0,0,0.055,0,32.228,-88.715,32.256,-88.695,2.26,50
422371,2012,12,25,12/25/12,16:45:00,AL,2,0,0,0,0,32.0573,-88.3536,32.1231,-88.2892,5.91,880
422348,2012,12,25,12/25/12,16:54:00,AL,2,0,0,1.35,0,30.67,-88.09,30.74,-88.06,5.15,200
417706,2012,12,25,12/25/12,17:27:00,AL,1,0,0,0,0,31.5943,-85.7819,31.6664,-85.7473,5.41,300
425334,2012,12,25,12/25/12,17:50:00,AL,0,0,0,0,0,32.4762,-87.8228,32.514,-87.7324,5.89,500
422370,2012,12,25,12/25/12,17:53:00,AL,1,0,0,0,0,31.1929,-88.3217,31.2098,-88.2905,2.18,110
422499,2012,12,25,12/25/12,18:00:00,AL,2,0,0,0,0,31.618,-87.8672,31.8868,-87.4739,29.85,150
417688,2012,12,25,12/25/12,18:05:00,AL,0,0,0,0.005,0,31.3537,-85.9817,31.54,-85.894,13.87,25
423987,2012,12,25,12/25/12,18:20:00,LA,0,0,0,0.01,0,29.8751,-90.0979,29.8751,-90.0979,0.8,25
422369,2012,12,25,12/25/12,19:22:00,AL,1,0,0,0,0,30.7937,-88.4133,30.8293,-88.3091,6.65,100
425349,2012,12,25,12/25/12,20:09:00,AL,1,0,0,0,0,32.0513,-86.8505,32.0661,-86.8205,2.03,300
425351,2012,12,25,12/25/12,20:26:00,AL,0,0,0,0,0,32.1521,-86.6818,32.1574,-86.6733,0.62,75
425352,2012,12,25,12/25/12,20:32:00,AL,2,0,0,0,0,32.2043,-86.6041,32.3133,-86.5115,9.55,900
425358,2012,12,25,12/25/12,22:24:00,AL,2,2,0,0,0,31.7252,-86.1472,31.8844,-85.9565,15.7,600
425359,2012,12,25,12/25/12,22:29:00,AL,1,0,0,0,0,32.3527,-86.0452,32.3628,-86.0422,0.72,100
421430,2012,12,26,12/26/12,13:58:00,NC,1,0,0,0.01,0,34.79,-76.67,34.803,-76.667,0.91,100
