"Id","Model","Price","Age_08_04","Mfg_Year","Miles","Fuel_Type","HP","Color","Automatic","cc","Doors","Cylinders","Weight","Mfr_Guarantee","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Powered_Windows","Power_Steering","Radio"
136,"ÊTOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",22605,20,2003,18018,"Petrol",97,"Blue",0,1400,5,4,1110,0,1,1,1,1,0,1,1,1,1,0
137,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",22605,19,2003,17285,"Petrol",97,"Grey",0,1400,5,4,1110,1,1,1,1,1,0,1,0,1,1,0
138,"TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors",25276.5,19,2003,17006,"Petrol",97,"Black",0,1400,5,4,1135,0,1,1,1,1,1,1,1,1,1,0
139,"ÊTOYOTA Corolla 1.6 terra comfort 5drs airco 4/5-Doors",22262.5,13,2003,15638,"Petrol",110,"Black",0,1600,5,4,1105,0,1,1,1,1,0,1,1,1,1,0
140,"TOYOTA Corolla Luna 5drs D4D116 PK 4/5-Doors",31510,11,2003,15532,"Diesel",116,"Grey",0,2000,5,4,1320,0,1,1,1,1,0,1,1,1,1,0
141,"TOYOTA Corolla 1.6i 16V VVT I SOL + Navigatie 4/5-Doors",27263,20,2003,14290,"Petrol",110,"Blue",0,1600,5,4,1130,0,1,1,1,1,1,0,1,1,1,0
142,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",22536.5,20,2003,14034,"Petrol",97,"Silver",0,1400,5,4,1110,1,1,1,1,1,0,1,1,1,1,0
143,"ÊTOYOTA Corolla 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors",32811.5,19,2003,13472,"Petrol",192,"Silver",0,1800,5,4,1185,0,1,1,0,1,0,0,0,1,1,1
144,"ÊTOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",27331.5,13,2003,13313,"Petrol",110,"Black",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
145,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors",25345,16,2003,12817,"Petrol",110,"Grey",0,1600,4,4,1090,1,1,1,1,1,0,1,1,1,1,0
146,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",25961.5,15,2003,12594,"Petrol",110,"Blue",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
147,"ÊTOYOTA Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors",22536.5,16,2003,12491,"Petrol",97,"Black",0,1400,5,4,1110,1,1,1,1,0,0,1,0,1,1,0
148,"ÊTOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors",28085,20,2003,12426,"Petrol",110,"Blue",1,1600,5,4,1165,0,1,1,1,1,0,1,1,1,1,0
149,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors",33565,13,2003,12419,"Petrol",110,"Grey",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
150,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",26646.5,19,2003,11387,"Petrol",110,"Grey",0,1600,5,4,1130,1,1,1,1,1,1,1,0,1,1,0
151,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors",28701.5,14,2003,11119,"Petrol",110,"Silver",1,1600,4,4,1150,0,1,1,1,1,1,1,1,1,1,0
152,"ÊTOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",23564,20,2003,10748,"Petrol",97,"Grey",0,1400,5,4,1110,1,1,1,1,1,0,1,1,1,1,0
153,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL BNS 4/5-Doors",27331.5,19,2003,10586,"Petrol",110,"Black",0,1600,5,4,1130,1,1,1,1,1,1,1,0,1,1,0
154,"TOYOTA Corolla 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors",25276.5,10,2003,8541,"Petrol",97,"Black",0,1400,5,4,1110,1,1,1,1,1,0,1,1,1,1,0
155,"ÊTOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",26715,12,2003,8471,"Petrol",110,"Silver",0,1600,5,4,1115,1,1,1,1,1,0,1,1,1,1,0
156,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors",29797.5,13,2003,8187,"Petrol",110,"Black",0,1600,5,4,1130,1,1,1,1,1,1,1,0,1,1,0
157,"TOYOTA Corolla 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors",23109.16,15,2003,8174,"Petrol",97,"Blue",0,1400,4,4,1085,1,1,1,1,1,0,1,1,1,1,0
158,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors",26715,16,2003,8077,"Petrol",110,"Grey",0,1600,4,4,1105,1,1,1,1,1,1,1,1,1,1,0
159,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",25893,11,2003,7766,"Petrol",110,"Blue",0,1600,5,4,1115,1,1,1,1,1,0,1,1,1,1,0
160,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",27057.5,17,2003,7455,"Petrol",110,"Grey",0,1600,5,4,1130,0,1,1,1,1,1,1,1,1,1,0
161,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors",27057.5,16,2003,7303,"Petrol",110,"Grey",1,1600,5,4,1180,0,1,1,1,1,1,1,1,1,1,0
162,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors",25961.5,16,2003,6834,"Petrol",110,"Blue",0,1600,4,4,1105,1,1,1,1,1,1,1,0,1,1,0
163,"ÊTOYOTA Corolla 1.6 16v VVTi Linea Sol 4/5-Doors",28427.5,17,2003,6213,"Petrol",110,"Silver",0,1598,5,4,1105,0,1,1,1,1,0,1,0,1,1,0
164,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",26852,9,2003,4753,"Petrol",110,"Silver",0,1600,5,4,1115,0,1,1,1,1,0,1,0,1,1,0
165,"TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors",26715,14,2003,4038,"Petrol",110,"Silver",0,1600,4,4,1100,0,1,1,0,1,0,0,0,1,1,1
166,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",24180.5,11,2003,3824,"Petrol",97,"Blue",0,1400,5,4,1110,1,1,1,1,1,0,1,1,1,1,0
167,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",27331.5,14,2003,3728,"Petrol",110,"Blue",0,1600,5,4,1130,0,1,1,1,1,1,1,1,1,1,0
168,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors",27331.5,14,2003,3392,"Petrol",110,"Grey",0,1600,5,4,1130,0,1,1,1,1,1,1,1,1,1,0
169,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL BNS AUT4 4/5-Doors",28701.5,14,2003,3279,"Petrol",110,"Silver",1,1600,4,4,1150,1,1,1,1,1,1,1,1,1,1,0
170,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",28085,12,2003,3106,"Petrol",110,"Black",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
171,"TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors",24379.15,9,2003,1,"Petrol",98,"Silver",0,1400,4,4,1065,0,1,1,1,1,0,1,1,1,1,0
172,"TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort AIRCO NIEUW 5DRS 4/5-Doors",24995.65,9,2003,1,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,1,1,1,1,0
173,"TOYOTA Corolla 1.6-16v VVT-i Executive B.edition 4/5-Doors",32537.5,8,2004,6834,"Petrol",110,"Blue",0,1600,5,4,1130,0,1,1,0,0,0,0,0,1,1,1
174,"TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors",26715,8,2004,6261,"Petrol",97,"Black",0,1400,5,4,1110,1,1,1,1,1,0,1,1,1,1,0
175,"ÊTOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors",25961.5,8,2004,6213,"Petrol",97,"Grey",0,1400,5,4,1110,0,1,1,1,1,0,1,1,1,1,0
176,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",30071.5,8,2004,6081,"Petrol",110,"Silver",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
177,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",27331.5,8,2004,5327,"Petrol",110,"Black",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
178,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",25961.5,8,2004,4349,"Petrol",110,"Grey",0,1600,5,4,1115,0,1,1,1,1,0,1,0,1,1,0
179,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors",27331.5,7,2004,3883,"Petrol",110,"Grey",0,1600,5,4,1115,0,1,1,1,1,0,1,1,1,1,0
180,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",30071.5,8,2004,3106,"Petrol",110,"Grey",0,1600,5,4,1130,0,1,1,1,1,1,1,0,1,1,0
181,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors",30825,6,2004,1864,"Petrol",110,"Black",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
182,"TOYOTA Corolla 1.6 VVT-I 5DR LINEA TERRA 4/5-Doors",25345,7,2004,1243,"Petrol",110,"Red",0,1600,5,4,1075,0,1,1,0,1,0,1,1,1,1,0
183,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",25619,7,2004,280,"Petrol",97,"Grey",0,1400,5,4,1110,0,1,1,1,1,0,1,1,1,1,0
184,"TOYOTA Corolla 1.4 16V 5DR TERRA 4/5-Doors",28941.25,2,2004,140,"Petrol",97,"Blue",0,1400,5,4,1110,1,1,1,1,1,0,1,1,1,1,0
185,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",29455,2,2004,9,"Petrol",110,"Blue",0,1600,5,4,1130,1,1,1,1,1,1,1,1,1,1,0
186,"ÊTOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors",24379.15,1,2004,1,"Petrol",98,"Grey",0,1400,4,4,1100,0,1,1,1,1,0,1,1,1,1,0
187,"TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort NIEUW AIRCO 5drs 4/5-Doors",24995.65,1,2004,1,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,1,1,1,1,0
188,"TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors",9521.5,43,2001,150976,"Diesel",69,"White",0,1900,3,4,1110,0,1,1,1,1,0,0,0,1,1,1
189,"TOYOTA Corolla 2.0 D4D SEDAN SOL 4/5-Doors",13015,38,2001,112230,"Diesel",90,"Red",0,2000,4,4,1160,0,1,1,1,1,0,1,0,1,1,0
190,"TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors",16371.5,40,2001,111747,"Diesel",90,"Blue",0,2000,5,4,1205,0,1,1,1,1,0,1,1,1,1,0
191,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",10617.5,43,2001,111124,"CNG",110,"White",0,1600,3,4,1084,0,1,1,1,0,0,1,0,0,1,1
192,"TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors",16371.5,40,2001,100029,"Diesel",69,"Grey",0,1900,3,4,1105,0,1,1,1,0,0,1,1,0,1,0
193,"TOYOTA Corolla 1.8D Stationwagen",5959.5,44,2001,98364,"Diesel",69,"White",0,1800,5,4,1110,0,1,1,0,0,0,1,0,1,1,0
194,"TOYOTA Corolla 1.8D 4/5-Doors",6507.5,44,2001,81560,"Diesel",69,"Silver",0,1800,5,4,1110,0,1,1,0,1,0,0,0,1,1,0
195,"TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors",16097.5,40,2001,80808,"Diesel",69,"Red",0,1900,5,4,1140,0,1,1,1,1,0,1,0,0,1,0
196,"TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen",18152.5,41,2001,76684,"Diesel",69,"Blue",0,1900,5,4,1140,0,1,1,1,1,0,0,1,1,1,0
197,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",16371.5,37,2001,73448,"Petrol",110,"Red",0,1600,5,4,1075,0,1,1,1,1,0,1,1,1,1,0
198,"TOYOTA Corolla 1.9 D Sedan 4/5-Doors",16303,44,2001,68343,"Diesel",69,"Silver",0,1900,5,4,1095,0,1,1,0,1,0,0,0,1,1,0
199,"TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors",20207.5,39,2001,67627,"Diesel",90,"Blue",0,2000,5,4,1205,0,1,1,1,1,0,0,0,1,1,0
200,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",13631.5,42,2001,65671,"Petrol",97,"Grey",0,1400,3,4,1025,0,1,1,1,0,0,1,0,0,1,0
201,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",16371.5,39,2001,61399,"CNG",110,"Blue",0,1600,5,4,1119,1,1,1,1,1,0,1,1,0,1,0
202,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",15748.15,44,2001,60160,"Petrol",110,"Red",0,1600,5,4,1075,1,1,1,1,1,0,1,1,0,1,0
203,"TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors",15412.5,40,2001,59967,"Petrol",97,"Red",0,1400,3,4,1025,0,1,1,0,1,0,0,0,0,1,1
204,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",14385,42,2001,57286,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,1,0,1,0,1,1,0
205,"TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors",14316.5,35,2001,56822,"Diesel",69,"Red",0,1900,3,4,1110,0,1,1,1,1,0,1,0,1,1,0
206,"TOYOTA Corolla 19D LB Linea Terra 4/5-Doors",17741.5,43,2001,55897,"Diesel",69,"Green",0,1900,5,4,1140,0,0,1,1,0,0,0,0,1,1,1
207,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",15755,44,2001,55766,"Petrol",110,"Black",0,1600,3,4,1045,1,1,1,1,1,0,1,1,1,1,0
208,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",17125,40,2001,53052,"Petrol",110,"Silver",0,1600,5,4,1075,0,1,1,1,1,0,1,0,1,1,0
209,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",15001.5,43,2001,52821,"Petrol",97,"Red",0,1400,5,4,1060,1,1,1,1,0,0,1,1,0,1,0
210,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",15686.5,41,2001,52383,"Petrol",110,"Grey",0,1600,5,4,1080,0,1,1,1,1,0,1,0,1,1,0
211,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",16371.5,37,2001,51408,"CNG",110,"Green",0,1600,5,4,1121,1,1,1,1,1,0,1,1,1,1,0
212,"TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen",18152.5,41,2001,50391,"Diesel",69,"Black",0,1900,5,4,1140,0,1,1,1,1,0,1,0,0,1,0
213,"TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors",20207.5,40,2001,49968,"Diesel",90,"Grey",0,2000,5,4,1205,0,1,1,1,1,0,1,1,1,1,0
214,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors",16152.3,34,2001,48882,"Petrol",110,"Blue",1,1600,5,4,1105,0,1,1,1,1,0,1,1,1,1,0
215,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",15686.5,40,2001,48725,"Petrol",110,"Blue",0,1600,5,4,1075,0,1,1,1,0,0,1,1,0,1,0
216,"TOYOTA Corolla 2.0 D4D HATCHB SOL 2/3-Doors",18495,33,2001,48529,"Diesel",90,"Grey",0,2000,3,4,1170,1,1,1,1,1,0,1,0,1,1,0
217,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",15001.5,33,2001,48040,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,1,0,1,1,0
218,"TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors",18495,33,2001,47032,"Diesel",69,"Green",0,1900,3,4,1105,1,1,1,1,1,0,1,0,1,1,1
219,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",15001.5,41,2001,47031,"Petrol",97,"Silver",0,1400,3,4,1025,1,1,1,1,0,0,1,0,0,1,0
220,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",15001.5,44,2001,46502,"Petrol",97,"Black",0,1400,3,4,1025,1,1,1,1,0,0,1,0,0,1,0
221,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",17741.5,38,2001,46174,"Petrol",110,"Black",0,1600,5,4,1075,1,1,1,1,1,0,1,1,1,1,0
222,"TOYOTA Corolla 1.6 Terra LB 4/5-Doors",16371.5,43,2001,46153,"Petrol",110,"Blue",0,1600,5,4,1075,0,0,1,0,0,0,0,0,0,1,1
223,"TOYOTA Corolla 1.6 HB LINEA SOL 4/5-Doors",17056.5,44,2001,46083,"Petrol",110,"Black",0,1600,5,4,1615,1,0,1,0,1,0,0,1,1,1,0
224,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",16371.5,40,2001,45381,"Petrol",110,"Blue",0,1598,5,4,1075,1,1,1,1,1,0,0,1,1,1,0
225,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",20481.5,44,2001,44605,"CNG",110,"Red",0,1600,4,4,1067,1,1,1,1,1,0,1,1,1,1,0
226,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",17056.5,35,2001,44237,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,0,1,1,1,0
227,"TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen",17741.5,38,2001,42127,"Petrol",110,"Blue",0,1600,5,4,1075,1,1,1,1,1,0,1,1,0,1,0
228,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",16371.5,35,2001,40998,"Petrol",110,"Blue",0,1600,3,4,1040,1,1,1,1,0,0,1,0,0,1,1
229,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",16015.3,34,2001,40599,"Petrol",97,"Red",0,1400,5,4,1060,1,1,1,1,1,0,1,1,1,1,0
230,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",17056.5,42,2001,40114,"Petrol",110,"Silver",0,1600,5,4,1080,1,1,1,1,1,0,1,1,1,1,0
231,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",17467.5,36,2001,39427,"Petrol",97,"Green",0,1400,5,4,1060,1,1,1,1,1,0,1,1,1,1,0
232,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",16337.25,44,2001,39422,"Petrol",97,"Black",0,1400,3,4,1025,1,1,1,1,0,0,1,0,0,1,0
233,"TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 4/5-Doors",17741.5,33,2001,38521,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,0,1,0,0,0,1,1,1
234,"TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors",16371.5,42,2001,38086,"Petrol",97,"Blue",0,1400,3,4,1030,1,1,1,1,1,0,1,1,1,1,0
235,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",17673,41,2001,38024,"Petrol",110,"Blue",0,1600,3,4,1045,1,1,1,1,1,0,1,1,1,1,0
236,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",16303,41,2001,37899,"Petrol",110,"Red",0,1600,5,4,1075,0,1,1,1,0,0,0,0,0,1,0
237,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",15960.5,38,2001,37793,"Petrol",110,"Blue",0,1600,5,4,1075,1,1,1,1,0,0,1,0,0,1,0
238,"TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors",15001.5,44,2001,37589,"Petrol",110,"Red",0,1600,5,4,1075,1,0,0,0,0,0,0,0,0,0,0
239,"TOYOTA Corolla 1.9 D HB SOL 2/3-Doors",19111.5,35,2001,36967,"Diesel",69,"Silver",0,1900,3,4,1110,1,1,1,0,1,0,0,0,1,1,1
240,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors",19111.5,44,2001,36657,"Petrol",110,"Grey",1,1600,5,4,1110,0,1,1,1,1,0,1,0,1,1,0
241,"TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors",16371.5,40,2001,36628,"Petrol",110,"Green",0,1600,5,4,1080,0,1,1,0,1,0,0,0,1,1,1
242,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",15001.5,38,2001,36531,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,0,0,1,0,0,1,0
243,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",17056.5,38,2001,36261,"Petrol",110,"Black",0,1600,3,4,1055,0,1,1,1,1,0,1,1,1,1,0
244,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",16371.5,43,2001,36208,"Petrol",110,"Grey",0,1600,3,4,1045,0,1,1,1,1,0,1,0,1,1,0
245,"TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors",18495,33,2001,35856,"Diesel",90,"Green",0,2000,3,4,1165,1,1,1,1,1,0,1,0,0,1,1
246,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",16015.3,33,2001,35581,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,1,0,1,1,1
247,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",18495,39,2001,34793,"Petrol",110,"Black",0,1600,5,4,1075,1,1,1,1,1,0,1,0,1,1,0
248,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",16371.5,42,2001,34773,"Petrol",110,"Blue",0,1600,3,4,1050,1,1,1,1,1,0,0,0,0,1,0
249,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",17673,39,2001,34593,"Petrol",110,"Blue",0,1600,4,4,1030,1,1,1,1,1,0,1,1,1,1,0
250,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",18495,43,2001,34506,"Petrol",110,"Red",0,1600,5,4,1085,1,1,1,1,1,0,0,0,0,1,1
251,"TOYOTA Corolla 1.6 GL LB 4/5-Doors",16097.5,42,2001,34420,"Petrol",110,"Red",0,1600,5,4,1075,1,0,1,0,0,0,0,1,0,1,0
252,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",16097.5,33,2001,34389,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,1,1,0,1,0
253,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",14864.5,43,2001,33923,"Petrol",110,"Blue",0,1600,4,4,1030,1,1,1,1,1,0,0,0,0,1,0
254,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",16097.5,43,2001,33409,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,0,0,0,0,0,1,1
255,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors",20481.5,42,2001,33376,"Petrol",110,"Grey",1,1600,5,4,1105,1,1,1,1,0,0,1,0,1,1,0
256,"TOYOTA Corolla 1.6 Terra 5-Doors Liftback 4/5-Doors",13617.8,39,2001,33329,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,0,0,0,0,0,1,0
257,"TOYOTA Corolla 1.6-16v Linea Terra LB 4/5-Doors",17673,42,2001,33146,"Petrol",110,"Black",0,1600,5,4,1075,1,1,1,0,0,0,0,0,0,1,1
258,"TOYOTA Corolla 1.6I Luna liftback 4/5-Doors",18495,38,2001,32929,"Petrol",110,"Silver",0,1600,5,4,1075,0,1,1,0,1,0,0,0,1,1,1
259,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",16097.5,44,2001,32360,"Petrol",97,"Yellow",0,1400,3,4,1025,1,1,1,1,1,0,1,0,0,1,0
260,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",16371.5,44,2001,32308,"Petrol",97,"Black",0,1400,3,4,1025,0,1,1,1,0,0,1,0,0,1,0
261,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",18426.5,33,2001,32273,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,1,1,1,1,0
262,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",16371.5,41,2001,32141,"Petrol",97,"Green",0,1400,3,4,1025,0,1,1,1,0,0,1,1,0,1,0
263,"TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",17118.15,39,2001,31607,"Petrol",110,"Blue",0,1600,5,4,1075,1,1,1,1,0,0,1,1,0,1,0
264,"TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors",18495,41,2001,31597,"Petrol",110,"Green",0,1600,4,4,1030,0,1,1,0,1,0,0,0,1,1,1
265,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",17467.5,40,2001,31463,"Petrol",110,"Blue",0,1600,5,4,1075,0,1,1,1,0,0,1,1,0,1,0
266,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",16440,39,2001,31065,"Petrol",97,"Black",0,1400,5,4,1060,0,1,1,1,1,0,1,0,1,1,0
267,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",16371.5,38,2001,30754,"Petrol",110,"Blue",0,1600,5,4,1075,1,1,1,1,1,0,1,0,1,1,0
268,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",17118.15,44,2001,30650,"Petrol",110,"Red",0,1600,5,4,1080,1,1,1,1,1,0,1,1,1,1,0
269,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",17056.5,34,2001,30624,"Petrol",110,"Black",0,1600,3,4,1040,1,1,1,1,1,0,1,0,0,1,0
270,"TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors",20207.5,40,2001,30414,"Diesel",90,"Blue",0,2000,5,4,1205,0,1,1,1,1,0,1,1,1,1,0
271,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",15001.5,39,2001,30410,"Petrol",110,"Red",0,1600,3,4,1040,0,1,1,1,1,0,1,1,1,1,0
272,"TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors",18495,33,2001,30399,"Diesel",69,"Grey",0,1900,3,4,1105,1,1,1,1,1,0,0,0,0,1,1
273,"TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",17741.5,38,2001,29945,"Petrol",110,"Black",0,1600,5,4,1075,1,1,1,1,0,0,1,0,0,1,0
